unix_time,name,geo_lat,geo_lon,geo_alt,rel_x,rel_y,rel_z,est_world_x,est_world_y,est_world_z,veh_x,veh_y,veh_z,cam_x,cam_y,cam_z
1774586431.764898,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586431.764898,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586431.764898,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586431.764898,Tree_9,47.641560088514645,-122.13966017764997,121.73767852783203,21.375417709350586,32.64674377441406,0.11166423559188843,10.25136891717463,37.86337334504708,-0.030673012137413025,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586431.764898,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Birch_35,47.64254507983619,-122.13999833764079,121.80000305175781,117.10169982910156,-26.536046981811523,0.04934551194310188,119.90000620638313,12.500010973607974,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Birch_36,47.64254507987964,-122.1400316701165,121.80000305175781,116.3000717163086,-28.904043197631836,0.04934551194310188,119.89999955058367,10.000008231746467,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Tree_10,47.641570407797346,-122.1399850080164,121.80000305175781,14.651323318481445,9.201492309570312,0.04934551194310188,11.399999839660921,13.500001069621332,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Tree_884,47.64271126776639,-122.14050499227194,121.80000305175781,122.44022369384766,-68.46157836914062,0.04934551194310188,138.40000031391529,-25.499992147255792,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,InstancedFoliageActor_0,47.64145362678381,-122.13996500934341,120.80000305175781,2.818716287612915,14.790717124938965,1.0493454933166504,-1.6000012744255363,14.99999914210108,0.9070082455873489,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.038899,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Birch_35,47.64254507983619,-122.13999833764079,121.80000305175781,117.10169982910156,-26.536046981811523,0.04934551194310188,119.90000620638313,12.500010973607974,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Birch_566,47.64254507979448,-122.13997167165635,121.80000305175781,117.74298858642578,-24.64164924621582,0.04934551194310188,119.89999827859822,14.50000948631685,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Car_33,47.64273054831023,-122.14038703478909,121.8010025024414,127.30995178222656,-60.76988983154297,0.048344533890485764,140.54627108112106,-16.65296744920077,-0.09399271383881569,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Tree_26,47.64158388053855,-122.13946503096643,121.80000305175781,28.577402114868164,45.6612548828125,0.04934551194310188,12.899994515657022,52.500000730036035,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Tree_884,47.64271126776639,-122.14050499227194,121.80000305175781,122.44022369384766,-68.46157836914062,0.04934551194310188,138.40000031391529,-25.499992147255792,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Tree_9,47.641560088514645,-122.13966017764997,121.73767852783203,21.375417709350586,32.64674377441406,0.11166423559188843,10.25136891717463,37.86337334504708,-0.030673012137413025,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,InstancedFoliageActor_0,47.64145362678381,-122.13996500934341,120.80000305175781,2.818716287612915,14.790717124938965,1.0493454933166504,-1.6000012744255363,14.99999914210108,0.9070082455873489,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.240815,Medium_House_Prefab_49874,47.64241440853939,-122.14046122568585,123.7425537109375,92.19139099121094,-54.756229400634766,-1.8932099342346191,105.35375953547073,-22.2175478394728,-2.0355471819639206,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Birch_35,47.64254507983619,-122.13999833764079,121.80000305175781,117.10169982910156,-26.536046981811523,0.04934551194310188,119.90000620638313,12.500010973607974,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Tree_10,47.641570407797346,-122.1399850080164,121.80000305175781,14.651323318481445,9.201492309570312,0.04934551194310188,11.399999839660921,13.500001069621332,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Tree_884,47.64271126776639,-122.14050499227194,121.80000305175781,122.44022369384766,-68.46157836914062,0.04934551194310188,138.40000031391529,-25.499992147255792,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,InstancedFoliageActor_0,47.64145362678381,-122.13996500934341,120.80000305175781,2.818716287612915,14.790717124938965,1.0493454933166504,-1.6000012744255363,14.99999914210108,0.9070082455873489,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586432.513142,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Birch_35,47.64254507983619,-122.13999833764079,121.80000305175781,117.10169982910156,-26.536046981811523,0.04934551194310188,119.90000620638313,12.500010973607974,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Car_33,47.64273054831023,-122.14038703478909,121.8010025024414,127.30995178222656,-60.76988983154297,0.048344533890485764,140.54627108112106,-16.65296744920077,-0.09399271383881569,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Tree_10,47.641570407797346,-122.1399850080164,121.80000305175781,14.651323318481445,9.201492309570312,0.04934551194310188,11.399999839660921,13.500001069621332,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Tree_884,47.64271126776639,-122.14050499227194,121.80000305175781,122.44022369384766,-68.46157836914062,0.04934551194310188,138.40000031391529,-25.499992147255792,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.383321,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Birch_35,47.64254507983619,-122.13999833764079,121.80000305175781,117.10169982910156,-26.536046981811523,0.04934551194310188,119.90000620638313,12.500010973607974,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Birch_36,47.64254507987964,-122.1400316701165,121.80000305175781,116.3000717163086,-28.904043197631836,0.04934551194310188,119.89999955058367,10.000008231746467,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Tree_10,47.641570407797346,-122.1399850080164,121.80000305175781,14.651323318481445,9.201492309570312,0.04934551194310188,11.399999839660921,13.500001069621332,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Tree_9,47.641560088514645,-122.13966017764997,121.73767852783203,21.375417709350586,32.64674377441406,0.11166423559188843,10.25136891717463,37.86337334504708,-0.030673012137413025,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Small_House_7,47.6424301971083,-122.13987255582951,122.7130126953125,108.01326751708984,-13.499582290649414,-0.863666296005249,107.11133738423442,21.93393716005531,-1.0060035437345505,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.661132,Medium_House_Prefab_49874,47.64241440853939,-122.14046122568585,123.7425537109375,92.19139099121094,-54.756229400634766,-1.8932099342346191,105.35375953547073,-22.2175478394728,-2.0355471819639206,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Birch_35,47.64254507983619,-122.13999833764079,121.80000305175781,117.10169982910156,-26.536046981811523,0.04934551194310188,119.90000620638313,12.500010973607974,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Birch_36,47.64254507987964,-122.1400316701165,121.80000305175781,116.3000717163086,-28.904043197631836,0.04934551194310188,119.89999955058367,10.000008231746467,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Tree_10,47.641570407797346,-122.1399850080164,121.80000305175781,14.651323318481445,9.201492309570312,0.04934551194310188,11.399999839660921,13.500001069621332,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Tree_26,47.64158388053855,-122.13946503096643,121.80000305175781,28.577402114868164,45.6612548828125,0.04934551194310188,12.899994515657022,52.500000730036035,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Tree_884,47.64271126776639,-122.14050499227194,121.80000305175781,122.44022369384766,-68.46157836914062,0.04934551194310188,138.40000031391529,-25.499992147255792,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,InstancedFoliageActor_0,47.64145362678381,-122.13996500934341,120.80000305175781,2.818716287612915,14.790717124938965,1.0493454933166504,-1.6000012744255363,14.99999914210108,0.9070082455873489,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586433.942433,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Birch_35,47.64254507983619,-122.13999833764079,121.80000305175781,117.10169982910156,-26.536046981811523,0.04934551194310188,119.90000620638313,12.500010973607974,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Car_33,47.64273054831023,-122.14038703478909,121.8010025024414,127.30995178222656,-60.76988983154297,0.048344533890485764,140.54627108112106,-16.65296744920077,-0.09399271383881569,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Car_59,47.64168010164243,-122.14023693628252,121.83387756347656,20.1588134765625,-12.611699104309082,0.015464897267520428,23.61104946956896,-5.395449029167641,-0.12687235046178102,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Tree_10,47.641570407797346,-122.1399850080164,121.80000305175781,14.651323318481445,9.201492309570312,0.04934551194310188,11.399999839660921,13.500001069621332,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Tree_26,47.64158388053855,-122.13946503096643,121.80000305175781,28.577402114868164,45.6612548828125,0.04934551194310188,12.899994515657022,52.500000730036035,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Tree_884,47.64271126776639,-122.14050499227194,121.80000305175781,122.44022369384766,-68.46157836914062,0.04934551194310188,138.40000031391529,-25.499992147255792,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Tree_9,47.641560088514645,-122.13966017764997,121.73767852783203,21.375417709350586,32.64674377441406,0.11166423559188843,10.25136891717463,37.86337334504708,-0.030673012137413025,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,InstancedFoliageActor_0,47.64145362678381,-122.13996500934341,120.80000305175781,2.818716287612915,14.790717124938965,1.0493454933166504,-1.6000012744255363,14.99999914210108,0.9070082455873489,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.228884,Small_House_31,47.64284997334137,-122.14018969794262,122.67759704589844,144.64808654785156,-51.013587951660156,-0.8282524943351746,153.8405805648112,-1.852370201986533,-0.970589742064476,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.507623,Birch_36,47.64254507987964,-122.1400316701165,121.80000305175781,116.3000717163086,-28.904043197631836,0.04934551194310188,119.89999955058367,10.000008231746467,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.507623,Birch_37,47.64254507991903,-122.14007166908348,121.80000305175781,115.33811950683594,-31.745635986328125,0.04934551194310188,119.8999921527107,7.00000796007559,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.507623,Birch_4,47.64151650898666,-122.14007167092103,121.80000305175781,6.883918285369873,4.968592643737793,0.04934551194310188,5.399999373291983,6.999999920930314,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.507623,Birch_5,47.641516508850735,-122.1399650091027,121.80000305175781,9.449104309082031,12.546178817749023,0.04934551194310188,5.399998548980473,14.99999939348115,-0.09299173578619957,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.507623,Car_33,47.64273054831023,-122.14038703478909,121.8010025024414,127.30995178222656,-60.76988983154297,0.048344533890485764,140.54627108112106,-16.65296744920077,-0.09399271383881569,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
1774586434.507623,Car_58,47.64193236624909,-122.14012394609067,121.82476806640625,49.47537612915039,-13.588998794555664,0.02457805536687374,51.69301736435314,3.0791624429871614,-0.11775919236242771,0.001248038373887539,0.0007714281673543155,-0.00060272216796875,0.47273480892181396,0.08644022047519684,-0.14233724772930145
